107,"""Weighted Crunch - Gethin Variation""","""Strength""","""Abdominals""","""Other""","""Intermediate"""
108,"""Ab Wheel Roll-Out - Gethin Variation""","""Strength""","""Abdominals""","""Other""","""Intermediate"""
109,"""Bench crunch""","""Strength""","""Abdominals""","""Other""","""Intermediate"""
110,"""Decline plate sit-up twist""","""Strength""","""Abdominals""","""Other""","""Intermediate"""
111,"""Reverse ab roll-out""","""Strength""","""Abdominals""","""Other""","""Intermediate"""
112,"""30 Seated Twist With PVC Pipe""","""Strength""","""Abdominals""","""Other""","""Intermediate"""
113,"""Suspended crunch-""","""Strength""","""Abdominals""","""Other""","""Intermediate"""
114,"""Suspended oblique crunch""","""Strength""","""Abdominals""","""Other""","""Intermediate"""
115,"""Weighted sit-up""","""Strength""","""Abdominals""","""Other""","""Intermediate"""
116,"""30 Decline Press Sit-Up""","""Strength""","""Abdominals""","""Other""","""Intermediate"""
117,"""Holman Towel Reverse Plank Alternating Heel Pull-in""","""Strength""","""Abdominals""","""Other""","""Intermediate"""
118,"""Holman Boat with Weighted Cross Punch""","""Strength""","""Abdominals""","""Other""","""Intermediate"""
119,"""Holman Weighted Hook Punch""","""Strength""","""Abdominals""","""Other""","""Intermediate"""
120,"""Holman Weighted Traveling Punch""","""Strength""","""Abdominals""","""Other""","""Intermediate"""
121,"""Holman Weighted Uppercut Punch""","""Strength""","""Abdominals""","""Other""","""Intermediate"""
122,"""Holman Slow Weighted Double Pike""","""Strength""","""Abdominals""","""Other""","""Intermediate"""
123,"""Holman Plate Straight Plank Reach""","""Strength""","""Abdominals""","""Other""","""Intermediate"""
124,"""Holman Plate Elbow Plank Jack to Straight Plank Jack""","""Strength""","""Abdominals""","""Other""","""Intermediate"""
125,"""Holman Plate Hill Climber""","""Strength""","""Abdominals""","""Other""","""Intermediate"""
126,"""Holman Plate Reverse Plank Hill Climber""","""Strength""","""Abdominals""","""Other""","""Intermediate"""
127,"""Holman Plate Straight Plank Pike to Jack""","""Strength""","""Abdominals""","""Other""","""Intermediate"""
128,"""Holman Plate In-and-Out Push-Up""","""Strength""","""Abdominals""","""Other""","""Intermediate"""
129,"""Holman Plate Burpee""","""Strength""","""Abdominals""","""Other""","""Intermediate"""
130,"""Holman Plate Elbow Plank Reach""","""Strength""","""Abdominals""","""Other""","""Intermediate"""
131,"""Holman Elbow Plank to Renegade Row""","""Strength""","""Abdominals""","""Other""","""Intermediate"""
132,"""Holman Straight Plank Weighted Hand Hill Climber""","""Strength""","""Abdominals""","""Other""","""Intermediate"""
133,"""Holman Weighted Left Side Diagonal Pike""","""Strength""","""Abdominals""","""Other""","""Intermediate"""
134,"""Holman Weighted Right Side Diagonal Pike""","""Strength""","""Abdominals""","""Other""","""Intermediate"""
135,"""Holman Weighted W-Boat to Overhead Press""","""Strength""","""Abdominals""","""Other""","""Intermediate"""
136,"""Holman Weighted Kneeling Lift""","""Strength""","""Abdominals""","""Other""","""Intermediate"""
137,"""Holman Hips-Up Weighted Pull-Over""","""Strength""","""Abdominals""","""Other""","""Intermediate"""
138,"""Holman Weighted Cross Punch""","""Strength""","""Abdominals""","""Other""","""Intermediate"""
139,"""Holman Straight-Leg Boat Hover Chest Press""","""Strength""","""Abdominals""","""Other""","""Intermediate"""
140,"""Holman Weighted Pike""","""Strength""","""Abdominals""","""Other""","""Intermediate"""
141,"""Holman Feet-Elevated Wax-On Wax-Off""","""Strength""","""Abdominals""","""Other""","""Intermediate"""
142,"""Holman Elbow Plank to Towel Pike""","""Strength""","""Abdominals""","""Other""","""Intermediate"""
143,"""Holman Seated Killer Abs Overhead Press""","""Strength""","""Abdominals""","""Other""","""Intermediate"""
144,"""Holman Straight Plank Alternating Weighted Open""","""Strength""","""Abdominals""","""Other""","""Intermediate"""
145,"""Holman Weighted Killer Abs with Overhead Press""","""Strength""","""Abdominals""","""Other""","""Intermediate"""
146,"""Holman Weighted Split-Leg Pike""","""Strength""","""Abdominals""","""Other""","""Intermediate"""
147,"""Holman Towel Reverse Plank Heel Pull-in""","""Strength""","""Abdominals""","""Other""","""Intermediate"""
148,"""Stick Twist""","""Strength""","""Abdominals""","""Other""","""Intermediate"""
149,"""Roc Everest""","""Cardio""","""Abdominals""","""Other""","""Intermediate"""
150,"""Standing cable low-to-high twist""","""Strength""","""Abdominals""","""Cable""","""Intermediate"""
151,"""Single-arm high-cable side bend""","""Strength""","""Abdominals""","""Cable""","""Intermediate"""
152,"""Kneeling cable oblique crunch""","""Strength""","""Abdominals""","""Cable""","""Intermediate"""
153,"""Kneeling cable crunch""","""Strength""","""Abdominals""","""Cable""","""Intermediate"""
154,"""Rope Crunch""","""Strength""","""Abdominals""","""Cable""","""Intermediate"""
155,"""Standing cable crunch""","""Strength""","""Abdominals""","""Cable""","""Intermediate"""
156,"""Bosu Ball Cable Crunch With Side Bends""","""Strength""","""Abdominals""","""Cable""","""Beginner"""
157,"""Standing Cable Wood Chop""","""Strength""","""Abdominals""","""Cable""","""Intermediate"""
158,"""Cable reverse crunch""","""Strength""","""Abdominals""","""Cable""","""Beginner"""
159,"""Cable Russian Twists""","""Strength""","""Abdominals""","""Cable""","""Beginner"""
160,"""Pallof press with rotation""","""Strength""","""Abdominals""","""Cable""","""Intermediate"""
161,"""Cable Seated Crunch""","""Strength""","""Abdominals""","""Cable""","""Beginner"""
162,"""Cable Judo Flip""","""Strength""","""Abdominals""","""Cable""","""Beginner"""
163,"""Exercise Ball Cable Crunch - Gethin Variation""","""Strength""","""Abdominals""","""Cable""","""Intermediate"""
164,"""Standing cable high-to-low twist""","""Strength""","""Abdominals""","""Cable""","""Intermediate"""
165,"""Bent-Over Reverse Cable Fly""","""Strength""","""Abdominals""","""Cable""","""Intermediate"""
166,"""Standing Cable Crunch - Gethin Variation""","""Strength""","""Abdominals""","""Cable""","""Intermediate"""
167,"""AM Cable Crunch""","""Strength""","""Abdominals""","""Cable""","""Intermediate"""
168,"""Tyler Holt Weighted Knee-To-Chest Crunch""","""Strength""","""Abdominals""","""Cable""","""Intermediate"""
169,"""Standing cable twist""","""Strength""","""Abdominals""","""Cable""","""Intermediate"""
170,"""30 Cable Rope Crunch""","""Strength""","""Abdominals""","""Cable""","""Intermediate"""
171,"""30 Cable Rope Oblique Crunch""","""Strength""","""Abdominals""","""Cable""","""Intermediate"""
172,"""Cable lying twist on ball""","""Strength""","""Abdominals""","""Cable""","""Intermediate"""
173,"""30 Cable Pallof Press""","""Strength""","""Abdominals""","""Cable""","""Intermediate"""
174,"""30 Cable Reverse Crunch On Ball""","""Strength""","""Abdominals""","""Cable""","""Intermediate"""
175,"""30 Cable Reverse Crunch""","""Strength""","""Abdominals""","""Cable""","""Intermediate"""
176,"""Tyler Holt Cable Torso Twist""","""Strength""","""Abdominals""","""Cable""","""Intermediate"""
177,"""Single-Arm Cable Outward-Facing Biceps Curl""","""Strength""","""Abdominals""","""Cable""","""Intermediate"""
178,"""Biceps Rope Curl""","""Strength""","""Abdominals""","""Cable""","""Intermediate"""
179,"""Kneeling Cable Crunches""","""Strength""","""Abdominals""","""Cable""","""Intermediate"""
180,"""Ab Crunch Machine""","""Strength""","""Abdominals""","""Machine""","""Intermediate"""
181,"""Smith machine straight-legged hip raise""","""Strength""","""Abdominals""","""Machine""","""Intermediate"""
182,"""Machine crunch""","""Strength""","""Abdominals""","""Machine""","""Intermediate"""
183,"""AM Ab Machine""","""Strength""","""Abdominals""","""Machine""","""Intermediate"""
184,"""Smith machine V-up""","""Strength""","""Abdominals""","""Machine""","""Intermediate"""
185,"""Elbow plank""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
186,"""Bottoms Up""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
187,"""Spider crawl""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
188,"""Cocoons""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
189,"""Cross-Body Crunch""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
190,"""Elbow-to-knee crunch""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
191,"""Decline Crunch""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
192,"""Hanging toes-to-bar""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
193,"""Hanging Oblique Knee Raise""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
194,"""Gorilla Chin/Crunch""","""Strength""","""Abdominals""","""Body Only""","""Beginner"""
195,"""Hanging leg raise""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
196,"""Mountain climber""","""Plyometrics""","""Abdominals""","""Body Only""","""Intermediate"""
197,"""Ab bicycle""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
198,"""3/4 sit-up""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
199,"""Reverse crunch""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
200,"""Crunches""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
201,"""Dead bug reach""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
202,"""Crunch - Hands Overhead""","""Strength""","""Abdominals""","""Body Only""","""Beginner"""
203,"""V-up""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
204,"""Stomach Vacuum""","""Stretching""","""Abdominals""","""Body Only""","""Beginner"""
205,"""Russian twist""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
206,"""Flat Bench Lying Leg Raise""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
207,"""Knees tucked crunch""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
208,"""Butt-Ups""","""Strength""","""Abdominals""","""Body Only""","""Beginner"""
209,"""Feet-elevated oblique crunch""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
210,"""Bent-knee reverse crunch""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
211,"""Alternating heel-touch""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
212,"""Suspended Reverse Crunch""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
213,"""Lying bench reverse crunch""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
214,"""Sit-up""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
215,"""Side Bridge""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
216,"""Lying oblique crunch""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
217,"""Janda Sit-Up""","""Strength""","""Abdominals""","""Body Only""","""Beginner"""
218,"""Leg Pull-In""","""Strength""","""Abdominals""","""Body Only""","""Beginner"""
219,"""Side Jackknife""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
220,"""Scissor Kick""","""Stretching""","""Abdominals""","""Body Only""","""Intermediate"""
221,"""Toe Touchers""","""Stretching""","""Abdominals""","""Body Only""","""Intermediate"""
222,"""Lower Back Curl""","""Stretching""","""Abdominals""","""Body Only""","""Intermediate"""
223,"""Exercise ball torso rotation""","""Stretching""","""Abdominals""","""Body Only""","""Intermediate"""
224,"""Seated Overhead Stretch""","""Stretching""","""Abdominals""","""Body Only""","""Intermediate"""
225,"""Overhead Stretch""","""Stretching""","""Abdominals""","""Body Only""","""Intermediate"""
226,"""Seated Scissor Kick""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
227,"""Partner resistance standing twist""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
228,"""Cross Crunch""","""Strength""","""Abdominals""","""Body Only""","""Beginner"""
229,"""Full Moon""","""Strength""","""Abdominals""","""Body Only""","""Beginner"""
230,"""Hanging knee raise with manual resistance""","""Strength""","""Abdominals""","""Body Only""","""Beginner"""
231,"""Straight-Legged Hip Raise""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
232,"""Wall mountain climber""","""Plyometrics""","""Abdominals""","""Body Only""","""Intermediate"""
233,"""Skin The Cat To Push-Up""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
234,"""Partner lying leg raise with lateral throw down""","""Strength""","""Abdominals""","""Body Only""","""Beginner"""
235,"""Hanging leg raise with throw down""","""Strength""","""Abdominals""","""Body Only""","""Beginner"""
236,"""Partner sit-up with high-five""","""Strength""","""Abdominals""","""Body Only""","""Beginner"""
237,"""Exercise ball knee roll-in""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
238,"""Partner lying leg raise with throw down""","""Strength""","""Abdominals""","""Body Only""","""Beginner"""
239,"""Crab toe-touch""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
240,"""Side kick-through""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
241,"""Partner target sit-up""","""Strength""","""Abdominals""","""Body Only""","""Beginner"""
242,"""Suspended Crunch""","""Strength""","""Abdominals""","""Body Only""","""Beginner"""
243,"""Jump Lunge""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
244,"""Side plank hip dip""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
245,"""Elbow plank jack""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
246,"""Exercise ball V-up""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
247,"""Standing torso twist stretch""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
248,"""Slalom jumps""","""Plyometrics""","""Abdominals""","""Body Only""","""Intermediate"""
249,"""Bear crawl""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
250,"""Crab single-arm reach""","""Stretching""","""Abdominals""","""Body Only""","""Intermediate"""
251,"""Side lunge cross-body heel-touch""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
252,"""Alligator Crawl""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
253,"""Lying cross-over lower back stretch""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
254,"""Half bird dog""","""Stretching""","""Abdominals""","""Body Only""","""Intermediate"""
255,"""Shoulder tap""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
256,"""Double crunch""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
257,"""Flutter kick""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
258,"""Sprawl""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
259,"""Spider plank jack""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
260,"""Pillar-To-Plank""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
261,"""Alternating High Knee Raise""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
262,"""Sumo Squat Pulse""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
263,"""Line-Drill Foot Work""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
264,"""Plank Fire Hydrants""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
265,"""Banded jumping jack""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
266,"""Shin hug""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
267,"""FYR Bear Crawl Fire Feet""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
268,"""Bear crawl up-down""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
269,"""FYR Crab Kick""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
270,"""Bear crawl hold""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
271,"""Traveling bear crawl""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
272,"""Single-leg V-up""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
273,"""FYR Bear Crawl Shoulder Tap""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
274,"""Alternating single-leg sprawl""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
275,"""Wide mountain climber""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
276,"""Plank leg raise""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
277,"""Glute bridge step-out""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
278,"""Knee up-down""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
279,"""FYR Sprawl""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
280,"""Reach crunch""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
281,"""FYR Push-Up Plank Hold""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
282,"""FYR Hollow-Body Rock""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
283,"""V-up plus knee-to-chest combo""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
284,"""Side plank lateral raise""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
285,"""Superhero burpee""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
286,"""Hollow-body abduction""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
287,"""FYR Hollow Hold""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
288,"""Tip-toe crunch""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
289,"""Knee-to-nose pulse""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
