Date,Workout Name,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes
2015-10-23 22:01:34,"Squat 1","Squat",1,135,8,0,0,"",""
2015-10-23 22:01:34,"Squat 1","Squat",2,185,5,0,0,"",""
2015-10-23 22:01:34,"Squat 1","Squat",3,225,7,0,0,"",""
2015-10-23 22:01:34,"Squat 1","Squat",4,275,5,0,0,"",""
2015-10-23 22:01:34,"Squat 1","Squat",5,315,5,0,0,"",""
2015-10-23 22:01:34,"Squat 1","Squat",6,315,6,0,0,"",""
2015-10-23 22:01:34,"Squat 1","Squat",7,315,8,0,0,"",""
2015-10-23 22:01:34,"Squat 1","Leg press",1,430,10,0,0,"",""
2015-10-23 22:01:34,"Squat 1","Leg press",2,430,10,0,0,"",""
2015-10-23 22:01:34,"Squat 1","Leg press",3,430,10,0,0,"",""
2015-10-23 22:01:34,"Squat 1","Good Morning",1,115,8,0,0,"",""
2015-10-23 22:01:34,"Squat 1","Good Morning",2,115,8,0,0,"",""
2015-10-24 10:19:52,"Back","Chin Up",1,47.5,8,0,0,"",""
2015-10-24 10:19:52,"Back","Chin Up",2,47.5,8,0,0,"",""
2015-10-24 10:19:52,"Back","Chin Up",3,47.5,8,0,0,"",""
2015-10-24 10:19:52,"Back","Chin Up",4,0,10,0,0,"",""
2015-10-24 10:19:52,"Back","Lat Pulldown ",1,150,10,0,0,"",""
2015-10-24 10:19:52,"Back","Lat Pulldown ",2,150,10,0,0,"",""
2015-10-24 10:19:52,"Back","Seated Cable Row (close Grip)",1,130,8,0,0,"",""
2015-10-24 10:19:52,"Back","Seated Cable Row (close Grip)",2,130,8,0,0,"",""
2015-10-24 10:19:52,"Back","Seated Cable Row (close Grip)",3,130,8,0,0,"",""
2015-10-24 10:19:52,"Back","Seated Cable Row (close Grip)",4,130,8,0,0,"",""
2015-10-24 10:19:52,"Back","Rear delt fly",1,120,12,0,0,"",""
2015-10-24 10:19:52,"Back","Rear delt fly",2,120,10,0,0,"",""
2015-10-24 10:19:52,"Back","Rear delt fly",3,120,12,0,0,"",""
2015-10-24 10:19:52,"Back","Chin Up",1,47.5,8,0,0,"",""
2015-10-24 10:19:52,"Back","Chin Up",2,47.5,8,0,0,"",""
2015-10-24 10:19:52,"Back","Chin Up",3,47.5,8,0,0,"",""
2015-10-24 10:19:52,"Back","Chin Up",4,0,10,0,0,"",""
2015-10-24 10:19:52,"Back","Lat Pulldown",1,150,10,0,0,"",""
2015-10-24 10:19:52,"Back","Lat Pulldown",2,150,10,0,0,"",""
2015-10-24 10:19:52,"Back","Seated Row",1,130,8,0,0,"",""
2015-10-24 10:19:52,"Back","Seated Row",2,130,8,0,0,"",""
2015-10-24 10:19:52,"Back","Seated Row",3,130,8,0,0,"",""
2015-10-24 10:19:52,"Back","Seated Row",4,130,8,0,0,"",""
2015-10-24 10:19:52,"Back","Rear delt fly",1,120,12,0,0,"",""
2015-10-24 10:19:52,"Back","Rear delt fly",2,120,10,0,0,"",""
2015-10-24 10:19:52,"Back","Rear delt fly",3,120,12,0,0,"",""
2015-10-30 13:07:09,"Chest","Incline Bench Press",1,135,5,0,0,"",""
2015-10-30 13:07:09,"Chest","Incline Bench Press",2,135,5,0,0,"",""
2015-10-30 13:07:09,"Chest","Incline Bench Press",3,185,6,0,0,"",""
2015-10-30 13:07:09,"Chest","Incline Bench Press",4,185,7,0,0,"",""
2015-10-30 13:07:09,"Chest","Incline Bench Press",5,230,8,0,0,"",""
2015-10-30 13:07:09,"Chest","Incline Bench Press",6,230,8,0,0,"",""
2015-10-30 13:07:09,"Chest","Incline Bench Press",7,230,8,0,0,"",""
2015-10-30 13:07:09,"Chest","Incline Bench Press",8,235,6,0,0,"",""
2015-10-30 13:07:09,"Chest","Weighted dips",1,220,8,0,0,"",""
2015-10-30 13:07:09,"Chest","Weighted dips",2,220,8,0,0,"",""
2015-10-30 13:07:09,"Chest","Weighted dips",3,220,8,0,0,"",""
2015-10-30 13:07:09,"Chest","Incline Bench Press (Barbell)",1,135,5,0,0,"",""
2015-10-30 13:07:09,"Chest","Incline Bench Press (Barbell)",2,135,5,0,0,"",""
2015-10-30 13:07:09,"Chest","Incline Bench Press (Barbell)",3,185,6,0,0,"",""
2015-10-30 13:07:09,"Chest","Incline Bench Press (Barbell)",4,185,7,0,0,"",""
2015-10-30 13:07:09,"Chest","Incline Bench Press (Barbell)",5,230,8,0,0,"",""
2015-10-30 13:07:09,"Chest","Incline Bench Press (Barbell)",6,230,8,0,0,"",""
2015-10-30 13:07:09,"Chest","Incline Bench Press (Barbell)",7,230,8,0,0,"",""
2015-10-30 13:07:09,"Chest","Incline Bench Press (Barbell)",8,235,6,0,0,"",""
2015-10-30 13:07:09,"Chest","Weighted dips",1,220,8,0,0,"",""
2015-10-30 13:07:09,"Chest","Weighted dips",2,220,8,0,0,"",""
2015-10-30 13:07:09,"Chest","Weighted dips",3,220,8,0,0,"",""
2015-10-30 17:47:44,"Back","Chin Up",1,50,8,0,0,"",""
2015-10-30 17:47:44,"Back","Chin Up",2,50,8,0,0,"",""
2015-10-30 17:47:44,"Back","Chin Up",3,50,8,0,0,"",""
2015-10-30 17:47:44,"Back","Chin Up",4,0,12,0,0,"",""
2015-10-30 17:47:44,"Back","Seated Row",1,160,9,0,0,"",""
2015-10-30 17:47:44,"Back","Seated Row",2,175,10,0,0,"",""
2015-10-30 17:47:44,"Back","Seated Row",3,175,10,0,0,"",""
2015-10-30 17:47:44,"Back","Seated Row",4,175,9,0,0,"",""
2015-10-30 17:47:44,"Back","Rear delt fly",1,100,10,0,0,"",""
2015-10-30 17:47:44,"Back","Rear delt fly",2,115,10,0,0,"",""
2015-10-30 17:47:44,"Back","Rear delt fly",3,115,10,0,0,"",""
2015-10-30 17:47:44,"Back","Rear delt fly",4,115,10,0,0,"",""
2015-10-30 17:47:44,"Back","Hammer Curl",1,70,10,0,0,"",""
2015-10-30 17:47:44,"Back","Hammer Curl",2,80,8,0,0,"",""
2015-10-30 17:47:44,"Back","Chin Up",1,50,8,0,0,"",""
2015-10-30 17:47:44,"Back","Chin Up",2,50,8,0,0,"",""
2015-10-30 17:47:44,"Back","Chin Up",3,50,8,0,0,"",""
2015-10-30 17:47:44,"Back","Chin Up",4,0,12,0,0,"",""
2015-10-30 17:47:44,"Back","Seated Cable Row (close Grip)",1,160,9,0,0,"",""
2015-10-30 17:47:44,"Back","Seated Cable Row (close Grip)",2,175,10,0,0,"",""
2015-10-30 17:47:44,"Back","Seated Cable Row (close Grip)",3,175,10,0,0,"",""
2015-10-30 17:47:44,"Back","Seated Cable Row (close Grip)",4,175,9,0,0,"",""
2015-10-30 17:47:44,"Back","Rear delt fly",1,100,10,0,0,"",""
2015-10-30 17:47:44,"Back","Rear delt fly",2,115,10,0,0,"",""
2015-10-30 17:47:44,"Back","Rear delt fly",3,115,10,0,0,"",""
2015-10-30 17:47:44,"Back","Rear delt fly",4,115,10,0,0,"",""
2015-10-30 17:47:44,"Back","Hammer Curl (Dumbbell )",1,70,10,0,0,"",""
2015-10-30 17:47:44,"Back","Hammer Curl (Dumbbell )",2,80,8,0,0,"",""
2015-11-01 11:23:25,"Squat 1","Squat",1,135,8,0,0,"",""
2015-11-01 11:23:25,"Squat 1","Squat",2,185,8,0,0,"",""
2015-11-01 11:23:25,"Squat 1","Squat",3,225,8,0,0,"",""
2015-11-01 11:23:25,"Squat 1","Squat",4,225,8,0,0,"",""
2015-11-01 11:23:25,"Squat 1","Squat",5,245,8,0,0,"",""
2015-11-01 11:23:25,"Squat 1","Squat",6,245,8,0,0,"",""
2015-11-01 11:23:25,"Squat 1","Squat",7,275,8,0,0,"",""
2015-11-01 11:23:25,"Squat 1","Squat",8,295,8,0,0,"",""
2015-11-01 11:23:25,"Squat 1","Squat",9,295,7,0,0,"",""
2015-11-01 11:23:25,"Squat 1","Glute extension. ",1,175,10,0,0,"",""
2015-11-01 11:23:25,"Squat 1","Glute extension. ",2,175,10,0,0,"",""
2015-11-01 11:23:25,"Squat 1","Squat (Barbell)",1,135,8,0,0,"",""
2015-11-01 11:23:25,"Squat 1","Squat (Barbell)",2,185,8,0,0,"",""
2015-11-01 11:23:25,"Squat 1","Squat (Barbell)",3,225,8,0,0,"",""
2015-11-01 11:23:25,"Squat 1","Squat (Barbell)",4,225,8,0,0,"",""
2015-11-01 11:23:25,"Squat 1","Squat (Barbell)",5,245,8,0,0,"",""
2015-11-01 11:23:25,"Squat 1","Squat (Barbell)",6,245,8,0,0,"",""
2015-11-01 11:23:25,"Squat 1","Squat (Barbell)",7,275,8,0,0,"",""
2015-11-01 11:23:25,"Squat 1","Squat (Barbell)",8,295,8,0,0,"",""
2015-11-01 11:23:25,"Squat 1","Squat (Barbell)",9,295,7,0,0,"",""
2015-11-01 11:23:25,"Squat 1","Glute extension. ",1,175,10,0,0,"",""
2015-11-01 11:23:25,"Squat 1","Glute extension. ",2,175,10,0,0,"",""
2015-11-04 19:21:19,"Chest","Incline Bench Press",1,135,8,0,0,"",""
2015-11-04 19:21:19,"Chest","Incline Bench Press",2,185,5,0,0,"",""
2015-11-04 19:21:19,"Chest","Incline Bench Press",3,230,8,0,0,"",""
2015-11-04 19:21:19,"Chest","Incline Bench Press",4,230,8,0,0,"",""
2015-11-04 19:21:19,"Chest","Incline Bench Press",5,230,8,0,0,"",""
2015-11-04 19:21:19,"Chest","Incline Bench Press",6,240,7,0,0,"",""
2015-11-04 19:21:19,"Chest","Seated Military Press",1,135,10,0,0,"",""
2015-11-04 19:21:19,"Chest","Seated Military Press",2,155,8,0,0,"",""
2015-11-04 19:21:19,"Chest","Seated Military Press",3,155,8,0,0,"",""
2015-11-04 19:21:19,"Chest","Seated Military Press",4,165,8,0,0,"",""
2015-11-04 19:21:19,"Chest","Weighted dips",1,0,12,0,0,"",""
2015-11-04 19:21:19,"Chest","Weighted dips",2,0,10,0,0,"",""
2015-11-04 19:21:19,"Chest","Incline Bench Press (Barbell)",1,135,8,0,0,"",""
2015-11-04 19:21:19,"Chest","Incline Bench Press (Barbell)",2,185,5,0,0,"",""
2015-11-04 19:21:19,"Chest","Incline Bench Press (Barbell)",3,230,8,0,0,"",""
2015-11-04 19:21:19,"Chest","Incline Bench Press (Barbell)",4,230,8,0,0,"",""
2015-11-04 19:21:19,"Chest","Incline Bench Press (Barbell)",5,230,8,0,0,"",""
2015-11-04 19:21:19,"Chest","Incline Bench Press (Barbell)",6,240,7,0,0,"",""
2015-11-04 19:21:19,"Chest","Seated Shoulder  Press (Barbell)",1,135,10,0,0,"",""
2015-11-04 19:21:19,"Chest","Seated Shoulder  Press (Barbell)",2,155,8,0,0,"",""
2015-11-04 19:21:19,"Chest","Seated Shoulder  Press (Barbell)",3,155,8,0,0,"",""
2015-11-04 19:21:19,"Chest","Seated Shoulder  Press (Barbell)",4,165,8,0,0,"",""
2015-11-04 19:21:19,"Chest","Weighted dips",1,0,12,0,0,"",""
2015-11-04 19:21:19,"Chest","Weighted dips",2,0,10,0,0,"",""
2015-11-06 16:48:14,"Back","Chin Up",1,50,8,0,0,"",""
2015-11-06 16:48:14,"Back","Chin Up",2,50,9,0,0,"",""
2015-11-06 16:48:14,"Back","Chin Up",3,50,8,0,0,"",""
2015-11-06 16:48:14,"Back","Seated Row",1,145,11,0,0,"",""
2015-11-06 16:48:14,"Back","Seated Row",2,160,9,0,0,"",""
2015-11-06 16:48:14,"Back","Seated Row",3,160,8,0,0,"",""
2015-11-06 16:48:14,"Back","Lat Pulldown",1,150,12,0,0,"",""
2015-11-06 16:48:14,"Back","Lat Pulldown",2,155,12,0,0,"",""
2015-11-06 16:48:14,"Back","Lat Pulldown",3,155,12,0,0,"",""
2015-11-06 16:48:14,"Back","Rear delt fly",1,115,15,0,0,"",""
2015-11-06 16:48:14,"Back","Rear delt fly",2,115,15,0,0,"",""
2015-11-06 16:48:14,"Back","Rear delt fly",3,115,12,0,0,"",""
2015-11-06 16:48:14,"Back","Rear delt fly",4,115,10,0,0,"",""
2015-11-06 16:48:14,"Back","Chin Up",1,50,8,0,0,"",""
2015-11-06 16:48:14,"Back","Chin Up",2,50,9,0,0,"",""
2015-11-06 16:48:14,"Back","Chin Up",3,50,8,0,0,"",""
2015-11-06 16:48:14,"Back","Seated Cable Row (close Grip)",1,145,11,0,0,"",""
2015-11-06 16:48:14,"Back","Seated Cable Row (close Grip)",2,160,9,0,0,"",""
2015-11-06 16:48:14,"Back","Seated Cable Row (close Grip)",3,160,8,0,0,"",""
2015-11-06 16:48:14,"Back","Lat Pulldown ",1,150,12,0,0,"",""
2015-11-06 16:48:14,"Back","Lat Pulldown ",2,155,12,0,0,"",""
2015-11-06 16:48:14,"Back","Lat Pulldown ",3,155,12,0,0,"",""
2015-11-06 16:48:14,"Back","Rear delt fly",1,115,15,0,0,"",""
2015-11-06 16:48:14,"Back","Rear delt fly",2,115,15,0,0,"",""
2015-11-06 16:48:14,"Back","Rear delt fly",3,115,12,0,0,"",""
2015-11-06 16:48:14,"Back","Rear delt fly",4,115,10,0,0,"",""
2015-11-08 12:37:21,"Chest","Incline Bench Press",1,135,8,0,0,"",""
2015-11-08 12:37:21,"Chest","Incline Bench Press",2,185,7,0,0,"",""
2015-11-08 12:37:21,"Chest","Incline Bench Press",3,230,8,0,0,"",""
2015-11-08 12:37:21,"Chest","Incline Bench Press",4,230,8,0,0,"",""
2015-11-08 12:37:21,"Chest","Incline Bench Press",5,235,8,0,0,"",""
2015-11-08 12:37:21,"Chest","Seated Military Press",1,165,10,0,0,"",""
2015-11-08 12:37:21,"Chest","Seated Military Press",2,165,10,0,0,"",""
2015-11-08 12:37:21,"Chest","Seated Military Press",3,165,10,0,0,"",""
2015-11-08 12:37:21,"Chest","Weighted dips",1,0,10,0,0,"",""
2015-11-08 12:37:21,"Chest","Weighted dips",2,0,14,0,0,"",""
2015-11-08 12:37:21,"Chest","Incline Bench Press (Barbell)",1,135,8,0,0,"",""
2015-11-08 12:37:21,"Chest","Incline Bench Press (Barbell)",2,185,7,0,0,"",""
2015-11-08 12:37:21,"Chest","Incline Bench Press (Barbell)",3,230,8,0,0,"",""
2015-11-08 12:37:21,"Chest","Incline Bench Press (Barbell)",4,230,8,0,0,"",""
2015-11-08 12:37:21,"Chest","Incline Bench Press (Barbell)",5,235,8,0,0,"",""
2015-11-08 12:37:21,"Chest","Seated Shoulder  Press (Barbell)",1,165,10,0,0,"",""
2015-11-08 12:37:21,"Chest","Seated Shoulder  Press (Barbell)",2,165,10,0,0,"",""
2015-11-08 12:37:21,"Chest","Seated Shoulder  Press (Barbell)",3,165,10,0,0,"",""
2015-11-08 12:37:21,"Chest","Weighted dips",1,0,10,0,0,"",""
2015-11-08 12:37:21,"Chest","Weighted dips",2,0,14,0,0,"",""
2015-11-08 17:45:26,"Squat 1","Squat (Barbell)",1,185,8,0,0,"",""
2015-11-08 17:45:26,"Squat 1","Squat (Barbell)",2,225,8,0,0,"",""
2015-11-08 17:45:26,"Squat 1","Squat (Barbell)",3,275,8,0,0,"",""
2015-11-08 17:45:26,"Squat 1","Squat (Barbell)",4,275,8,0,0,"",""
2015-11-08 17:45:26,"Squat 1","Squat (Barbell)",5,285,8,0,0,"",""
2015-11-08 17:45:26,"Squat 1","Squat (Barbell)",6,295,8,0,0,"",""
2015-11-08 17:45:26,"Squat 1","Glute extension. ",1,130,10,0,0,"",""
2015-11-08 17:45:26,"Squat 1","Glute extension. ",2,130,10,0,0,"",""
2015-11-08 17:45:26,"Squat 1","Leg press (hinge )",1,360,10,0,0,"",""
2015-11-08 17:45:26,"Squat 1","Leg press (hinge )",2,360,10,0,0,"",""
2015-11-08 17:45:26,"Squat 1","Leg press (hinge )",3,360,10,0,0,"",""
2015-11-08 17:45:26,"Squat 1","Leg outward fly",1,100,15,0,0,"",""
2015-11-08 17:45:26,"Squat 1","Leg outward fly",2,100,15,0,0,"",""
2015-11-08 17:45:26,"Squat 1","Leg outward fly",3,100,15,0,0,"",""
2015-11-08 17:45:26,"Squat 1","Squat",1,185,8,0,0,"",""
2015-11-08 17:45:26,"Squat 1","Squat",2,225,8,0,0,"",""
2015-11-08 17:45:26,"Squat 1","Squat",3,275,8,0,0,"",""
2015-11-08 17:45:26,"Squat 1","Squat",4,275,8,0,0,"",""
2015-11-08 17:45:26,"Squat 1","Squat",5,285,8,0,0,"",""
2015-11-08 17:45:26,"Squat 1","Squat",6,295,8,0,0,"",""
2015-11-08 17:45:26,"Squat 1","Glute extension. ",1,130,10,0,0,"",""
2015-11-08 17:45:26,"Squat 1","Glute extension. ",2,130,10,0,0,"",""
2015-11-08 17:45:26,"Squat 1","Leg press",1,360,10,0,0,"",""
2015-11-08 17:45:26,"Squat 1","Leg press",2,360,10,0,0,"",""
2015-11-08 17:45:26,"Squat 1","Leg press",3,360,10,0,0,"",""
2015-11-08 17:45:26,"Squat 1","Leg outward fly",1,100,15,0,0,"",""
2015-11-08 17:45:26,"Squat 1","Leg outward fly",2,100,15,0,0,"",""
2015-11-08 17:45:26,"Squat 1","Leg outward fly",3,100,15,0,0,"",""
2015-11-10 17:10:12,"Back","Chin Up",1,52.5,8,0,0,"",""
2015-11-10 17:10:12,"Back","Chin Up",2,52.5,8,0,0,"",""
2015-11-10 17:10:12,"Back","Chin Up",3,52.5,8,0,0,"",""
2015-11-10 17:10:12,"Back","Chin Up",4,0,12,0,0,"",""
2015-11-10 17:10:12,"Back","Rear delt fly",1,125,12,0,0,"",""
2015-11-10 17:10:12,"Back","Rear delt fly",2,120,10,0,0,"",""
2015-11-10 17:10:12,"Back","Rear delt fly",3,120,14,0,0,"",""
2015-11-10 17:10:12,"Back","Seated Row",1,175,12,0,0,"",""
2015-11-10 17:10:12,"Back","Seated Row",2,190,10,0,0,"",""
2015-11-10 17:10:12,"Back","Seated Row",3,190,10,0,0,"",""
2015-11-10 17:10:12,"Back","Seated Row",4,130,12,0,0,"",""
2015-11-10 17:10:12,"Back","Hammer Curl",1,80,15,0,0,"",""
2015-11-10 17:10:12,"Back","Hammer Curl",2,80,15,0,0,"",""
2015-11-10 17:10:12,"Back","Chin Up",1,52.5,8,0,0,"",""
2015-11-10 17:10:12,"Back","Chin Up",2,52.5,8,0,0,"",""
2015-11-10 17:10:12,"Back","Chin Up",3,52.5,8,0,0,"",""
2015-11-10 17:10:12,"Back","Chin Up",4,0,12,0,0,"",""
2015-11-10 17:10:12,"Back","Rear delt fly",1,125,12,0,0,"",""
2015-11-10 17:10:12,"Back","Rear delt fly",2,120,10,0,0,"",""
2015-11-10 17:10:12,"Back","Rear delt fly",3,120,14,0,0,"",""
2015-11-10 17:10:12,"Back","Seated Cable Row (close Grip)",1,175,12,0,0,"",""
2015-11-10 17:10:12,"Back","Seated Cable Row (close Grip)",2,190,10,0,0,"",""
2015-11-10 17:10:12,"Back","Seated Cable Row (close Grip)",3,190,10,0,0,"",""
2015-11-10 17:10:12,"Back","Seated Cable Row (close Grip)",4,130,12,0,0,"",""
2015-11-10 17:10:12,"Back","Hammer Curl (Dumbbell )",1,80,15,0,0,"",""
2015-11-10 17:10:12,"Back","Hammer Curl (Dumbbell )",2,80,15,0,0,"",""
2015-11-12 18:24:01,"Shoulder Day","Seated Military Press (Dumbbell)",1,70,10,0,0,"",""
2015-11-12 18:24:01,"Shoulder Day","Seated Military Press (Dumbbell)",2,70,10,0,0,"",""
2015-11-12 18:24:01,"Shoulder Day","Seated Military Press (Dumbbell)",3,180,10,0,0,"",""
2015-11-12 18:24:01,"Shoulder Day","Seated Military Press (Dumbbell)",4,180,10,0,0,"",""
2015-11-12 18:24:01,"Shoulder Day","Seated Military Press (Dumbbell)",5,180,10,0,0,"",""
2015-11-12 18:24:01,"Shoulder Day","Seated Military Press (Dumbbell)",6,120,10,0,0,"",""
2015-11-12 18:24:01,"Shoulder Day","Lateral Raise",1,40,12,0,0,"",""
2015-11-12 18:24:01,"Shoulder Day","Lateral Raise",2,40,15,0,0,"",""
2015-11-12 18:24:01,"Shoulder Day","Weighted dips",1,0,10,0,0,"",""
2015-11-12 18:24:01,"Shoulder Day","Weighted dips",2,45,10,0,0,"",""
2015-11-12 18:24:01,"Shoulder Day","Weighted dips",3,90,10,0,0,"",""
2015-11-12 18:24:01,"Shoulder Day","Weighted dips",4,90,10,0,0,"",""
2015-11-12 18:24:01,"Shoulder Day","Weighted dips",5,90,10,0,0,"",""
2015-11-12 18:24:01,"Shoulder Day","Seated Shoulder Press (Dumbbell)",1,70,10,0,0,"",""
2015-11-12 18:24:01,"Shoulder Day","Seated Shoulder Press (Dumbbell)",2,70,10,0,0,"",""
2015-11-12 18:24:01,"Shoulder Day","Seated Shoulder Press (Dumbbell)",3,180,10,0,0,"",""
2015-11-12 18:24:01,"Shoulder Day","Seated Shoulder Press (Dumbbell)",4,180,10,0,0,"",""
2015-11-12 18:24:01,"Shoulder Day","Seated Shoulder Press (Dumbbell)",5,180,10,0,0,"",""
2015-11-12 18:24:01,"Shoulder Day","Seated Shoulder Press (Dumbbell)",6,120,10,0,0,"",""
2015-11-12 18:24:01,"Shoulder Day","Lateral Raise (Dumbbells)",1,40,12,0,0,"",""
2015-11-12 18:24:01,"Shoulder Day","Lateral Raise (Dumbbells)",2,40,15,0,0,"",""
2015-11-12 18:24:01,"Shoulder Day","Weighted dips",1,0,10,0,0,"",""
2015-11-12 18:24:01,"Shoulder Day","Weighted dips",2,45,10,0,0,"",""
2015-11-12 18:24:01,"Shoulder Day","Weighted dips",3,90,10,0,0,"",""
2015-11-12 18:24:01,"Shoulder Day","Weighted dips",4,90,10,0,0,"",""
2015-11-12 18:24:01,"Shoulder Day","Weighted dips",5,90,10,0,0,"",""
2015-11-15 11:30:55,"Squat 1","Squat",1,185,6,0,0,"315 was good. Don't bounce at top. Lower back very sore at end. ",""
2015-11-15 11:30:55,"Squat 1","Squat",2,185,8,0,0,"",""
2015-11-15 11:30:55,"Squat 1","Squat",3,225,8,0,0,"",""
2015-11-15 11:30:55,"Squat 1","Squat",4,250,8,0,0,"",""
2015-11-15 11:30:55,"Squat 1","Squat",5,280,8,0,0,"",""
2015-11-15 11:30:55,"Squat 1","Squat",6,290,8,0,0,"",""
2015-11-15 11:30:55,"Squat 1","Squat",7,300,8,0,0,"",""
2015-11-15 11:30:55,"Squat 1","Squat",8,315,8,0,0,"",""
2015-11-15 11:30:55,"Squat 1","Leg press",1,450,12,0,0,"",""
2015-11-15 11:30:55,"Squat 1","Leg press",2,450,12,0,0,"",""
2015-11-15 11:30:55,"Squat 1","Leg press",3,450,12,0,0,"",""
2015-11-15 11:30:55,"Squat 1","Squat (Barbell)",1,185,6,0,0,"315 was good. Don't bounce at top. Lower back very sore at end. ",""
2015-11-15 11:30:55,"Squat 1","Squat (Barbell)",2,185,8,0,0,"",""
2015-11-15 11:30:55,"Squat 1","Squat (Barbell)",3,225,8,0,0,"",""
2015-11-15 11:30:55,"Squat 1","Squat (Barbell)",4,250,8,0,0,"",""
2015-11-15 11:30:55,"Squat 1","Squat (Barbell)",5,280,8,0,0,"",""
2015-11-15 11:30:55,"Squat 1","Squat (Barbell)",6,290,8,0,0,"",""
2015-11-15 11:30:55,"Squat 1","Squat (Barbell)",7,300,8,0,0,"",""
2015-11-15 11:30:55,"Squat 1","Squat (Barbell)",8,315,8,0,0,"",""
2015-11-15 11:30:55,"Squat 1","Leg press (hinge )",1,450,12,0,0,"",""
2015-11-15 11:30:55,"Squat 1","Leg press (hinge )",2,450,12,0,0,"",""
2015-11-15 11:30:55,"Squat 1","Leg press (hinge )",3,450,12,0,0,"",""
2015-11-16 18:10:32,"Back","Chin Up",1,52.5,10,0,0,"",""
2015-11-16 18:10:32,"Back","Chin Up",2,52.5,8,0,0,"",""
2015-11-16 18:10:32,"Back","Chin Up",3,52.5,9,0,0,"",""
2015-11-16 18:10:32,"Back","Chin Up",4,0,12,0,0,"",""
2015-11-16 18:10:32,"Back","Chin Up",5,0,8,0,0,"",""
2015-11-16 18:10:32,"Back","Seated Cable Row (close Grip)",1,130,10,0,0,"",""
2015-11-16 18:10:32,"Back","Seated Cable Row (close Grip)",2,130,10,0,0,"",""
2015-11-16 18:10:32,"Back","Seated Cable Row (close Grip)",3,130,8,0,0,"",""
2015-11-16 18:10:32,"Back","Bicep Curl (Barbell)",1,70,13,0,0,"",""
2015-11-16 18:10:32,"Back","Bicep Curl (Barbell)",2,70,15,0,0,"",""
2015-11-16 18:10:32,"Back","T-bar Row",1,90,12,0,0,"",""
2015-11-16 18:10:32,"Back","T-bar Row",2,100,10,0,0,"",""
2015-11-16 18:10:32,"Back","T-bar Row",3,100,10,0,0,"",""
2015-11-16 18:10:32,"Back","T-bar Row",4,90,12,0,0,"",""
2015-11-16 18:10:32,"Back","Chin Up",1,52.5,10,0,0,"",""
